Name	Homepage	Description	Version	Tool.Type	Topic	Citations	Documentation	Operating.System	Language	Accessibility	License	DOI	Title	Abstract
PIA - Protein Inference Algorithms	https://github.com/medbioinf/pia	The main focus lays on the integrated inference algorithms, concluding the proteins from a set of identified spectra. But it also allows you to integrate results of various search engines, inspect your peptide spectrum matches, calculate FDR values across different results and visualize the correspondence between PSMs, peptides and proteins.	1.4	Command-line tool, Library, Desktop application, Workflow	Proteomics, Proteomics experiment, Protein variants	53, 25	https://github.com/mpc-bioinformatics/pia/wiki	Linux, Windows, Mac	Java	Open access	BSD-3-Clause	10.1021/acs.jproteome.5b00121	PIA: An Intuitive Protein Inference Engine with a Web-Based User Interface	Protein inference connects the peptide spectrum matches (PSMs) obtained from database search engines back to proteins, which are typically at the heart of most proteomics studies. Different search engines yield different PSMs and thus different protein lists. Analysis of results from one or multiple search engines is often hampered by different data exchange formats and lack of convenient and intuitive user interfaces. We present PIA, a flexible software suite for combining PSMs from different search engine runs and turning these into consistent results. PIA can be integrated into proteomics data analysis workflows in several ways. A user-friendly graphical user interface can be run either locally or (e.g., for larger core facilities) from a central server. For automated data processing, stand-alone tools are available. PIA implements several established protein inference algorithms and can combine results from different search engines seamlessly. On several benchmark data sets, we show that PIA can identify a larger number of proteins at the same protein FDR when compared to that using inference based on a single search engine. PIA supports the majority of established search engines and data in the mzIdentML standard format. It is implemented in Java and freely available at https://github.com/mpc-bioinformatics/pia., 10.1021/acs.jproteome.8b00723, Protein Inference Using PIA Workflows and PSI Standard File Formats, Proteomics using LC-MS/MS has become one of the main methods to analyze the proteins in biological samples in high-throughput. But the existing mass-spectrometry instruments are still limited with respect to resolution and measurable mass ranges, which is one of the main reasons why shotgun proteomics is the major approach. Here proteins are digested, which leads to the identification and quantification of peptides instead. While often neglected, the important step of protein inference needs to be conducted to infer from the identified peptides to the actual proteins in the original sample. In this work, we highlight some of the previously published and newly added features of the tool PIA - Protein Inference Algorithms, which helps the user with the protein inference of measured samples. We also highlight the importance of the usage of PSI standard file formats, as PIA is the only current software supporting all available standards used for spectrum identification and protein inference. Additionally, we briefly describe the benefits of working with workflow environments for proteomics analyses and show the new features of the PIA nodes for the KNIME Analytics Platform. Finally, we benchmark PIA against a recently published data set for isoform detection. PIA is open source and available for download on GitHub (https://github.com/mpc-bioinformatics/pia) or directly via the community extensions inside the KNIME analytics platform.
SAINT	http://saint-apms.sourceforge.net/Main.html	Filter high confidence interactions from spectral count data in affinity purification–mass spectrometry.	3.6.1	Command-line tool	Interactions, Proteomics experiment	425		Linux, Mac	C	None	None	10.1038/nmeth.1541	SAINT: Probabilistic scoring of affinity purificationg-mass spectrometry data	We present 'significance analysis of interactome' (SAINT), a computational tool that assigns confidence scores to protein-protein interaction data generated using affinity purificationg-mass spectrometry (AP-MS). The method uses label-free quantitative data and constructs separate distributions for true and false interactions to derive the probability of a bona fide protein-protein interaction. We show that SAINT is applicable to data of different scales and protein connectivity and allows transparent analysis of AP-MS data. © 2011 Nature America, Inc. All rights reserved.
metaX	http://metax.genomics.cn/	An Automatic and Comprehensive Pipeline for Processing Untargeted Metabolomics Data.		Library	Metabolomics, Sequence analysis, Proteomics experiment	125	http://metax.genomics.cn/files/metaX_manual.pdf	Linux, Windows, Mac	R, Java	None	GPL-3.0	10.1186/s12859-017-1579-y	metaX: A flexible and comprehensive software for processing metabolomics data	© 2017 The Author(s).Background: Non-targeted metabolomics based on mass spectrometry enables high-throughput profiling of the metabolites in a biological sample. The large amount of data generated from mass spectrometry requires intensive computational processing for annotation of mass spectra and identification of metabolites. Computational analysis tools that are fully integrated with multiple functions and are easily operated by users who lack extensive knowledge in programing are needed in this research field. Results: We herein developed an R package, metaX, that is capable of end-to-end metabolomics data analysis through a set of interchangeable modules. Specifically, metaX provides several functions, such as peak picking and annotation, data quality assessment, missing value imputation, data normalization, univariate and multivariate statistics, power analysis and sample size estimation, receiver operating characteristic analysis, biomarker selection, pathway annotation, correlation network analysis, and metabolite identification. In addition, metaX offers a web-based interface ( http://metax.genomics.cn ) for data quality assessment and normalization method evaluation, and it generates an HTML-based report with a visualized interface. The metaX utilities were demonstrated with a published metabolomics dataset on a large scale. The software is available for operation as either a web-based graphical user interface (GUI) or in the form of command line functions. The package and the example reports are available at http://metax.genomics.cn/. Conclusions: The pipeline of metaX is platform-independent and is easy to use for analysis of metabolomics data generated from mass spectrometry.
Rdisop	http://bioconductor.org/packages/release/bioc/html/Rdisop.html	Identification of metabolites using high precision mass spectrometry. MS Peaks are used to derive a ranked list of sum formulae, alternatively for a given sum formula the theoretical isotope distribution can be calculated to search in MS peak lists.	1.34.0	Command-line tool, Library	Proteomics experiment	183	http://bioconductor.org/packages/release/bioc/html/Rdisop.html	Linux, Windows, Mac	R	None	GPL-2.0	10.1093/bioinformatics/btn603	SIRIUS: Decomposing isotope patterns for metabolite identification	Motivation: High-resolution mass spectrometry (MS) is among the most widely used technologies in metabolomics. Metabolites participate in almost all cellular processes, but most metabolites still remain uncharacterized. Determination of the sum formula is a crucial step in the identification of an unknown metabolite, as it reduces its possible structures to a hopefully manageable set. Results: We present a method for determining the sum formula of a metabolite solely from its mass and the natural distribution of its isotopes. Our input is a measured isotope pattern from a high resolution mass spectrometer, and we want to find those molecules that best match this pattern. Our method is computationally efficient, and results on experimental data are very promising: for orthogonal time-of-flight mass spectrometry, we correctly identify sum formulas for >90% of the molecules, ranging in mass up to 1000 Da. © 2008 The Author(s).
Prosit	https://www.proteomicsdb.org/prosit/	Proteome-wide prediction of peptide tandem mass spectra by deep learning.		Command-line tool, Web application	Proteomics, Proteomics experiment, Small molecules	129	https://www.proteomicsdb.org/prosit/faq/	Linux, Mac	Python	Open access	Apache-2.0	10.1038/s41592-019-0426-7	Prosit: proteome-wide prediction of peptide tandem mass spectra by deep learning	© 2019, The Author(s), under exclusive licence to Springer Nature America, Inc.In mass-spectrometry-based proteomics, the identification and quantification of peptides and proteins heavily rely on sequence database searching or spectral library matching. The lack of accurate predictive models for fragment ion intensities impairs the realization of the full potential of these approaches. Here, we extended the ProteomeTools synthetic peptide library to 550,000 tryptic peptides and 21 million high-quality tandem mass spectra. We trained a deep neural network, termed Prosit, resulting in chromatographic retention time and fragment ion intensity predictions that exceed the quality of the experimental data. Integrating Prosit into database search pipelines led to more identifications at >10× lower false discovery rates. We show the general applicability of Prosit by predicting spectra for proteases other than trypsin, generating spectral libraries for data-independent acquisition and improving the analysis of metaproteomes. Prosit is integrated into ProteomicsDB, allowing search result re-scoring and custom spectral library generation for any organism on the basis of peptide sequence alone.
DAPAR	http://bioconductor.org/packages/release/bioc/html/DAPAR.html	This package contains a collection of functions for the visualisation and the statistical analysis of proteomic data.	1.6.0	Command-line tool, Library	Proteomics	83	http://bioconductor.org/packages/release/bioc/html/DAPAR.html	Linux, Windows, Mac	R	None	Artistic-2.0	10.1111/gcb.13590	Chlorophyll fluorescence tracks seasonal variations of photosynthesis from leaf to canopy in a temperate forest	© 2016 John Wiley & Sons LtdAccurate estimation of terrestrial gross primary productivity (GPP) remains a challenge despite its importance in the global carbon cycle. Chlorophyll fluorescence (ChlF) has been recently adopted to understand photosynthesis and its response to the environment, particularly with remote sensing data. However, it remains unclear how ChlF and photosynthesis are linked at different spatial scales across the growing season. We examined seasonal relationships between ChlF and photosynthesis at the leaf, canopy, and ecosystem scales and explored how leaf-level ChlF was linked with canopy-scale solar-induced chlorophyll fluorescence (SIF) in a temperate deciduous forest at Harvard Forest, Massachusetts, USA. Our results show that ChlF captured the seasonal variations of photosynthesis with significant linear relationships between ChlF and photosynthesis across the growing season over different spatial scales (R2= 0.73, 0.77, and 0.86 at leaf, canopy, and satellite scales, respectively; P < 0.0001). We developed a model to estimate GPP from the tower-based measurement of SIF and leaf-level ChlF parameters. The estimation of GPP from this model agreed well with flux tower observations of GPP (R2= 0.68; P < 0.0001), demonstrating the potential of SIF for modeling GPP. At the leaf scale, we found that leaf Fq’/Fm’, the fraction of absorbed photons that are used for photochemistry for a light-adapted measurement from a pulse amplitude modulation fluorometer, was the best leaf fluorescence parameter to correlate with canopy SIF yield (SIF/APAR, R2= 0.79; P < 0.0001). We also found that canopy SIF and SIF-derived GPP (GPPSIF) were strongly correlated to leaf-level biochemistry and canopy structure, including chlorophyll content (R2= 0.65 for canopy GPPSIF and chlorophyll content; P < 0.0001), leaf area index (LAI) (R2= 0.35 for canopy GPPSIF and LAI; P < 0.0001), and normalized difference vegetation index (NDVI) (R2= 0.36 for canopy GPPSIF and NDVI; P < 0.0001). Our results suggest that ChlF can be a powerful tool to track photosynthetic rates at leaf, canopy, and ecosystem scales.
IPO	http://bioconductor.org/packages/release/bioc/html/IPO.html	The outcome of XCMS data processing strongly depends on the parameter settings. Isotopologue Parameter Optimization is a parameter optimization tool that is applicable for samples and liquid chromatography coupled to high resolution mass spectrometry devices, fast and free of labeling steps. It uses natural, stable 13C isotopes to calculate peak picking score. The different parameter settings are achieved by design of experiment. The resulting scores are evaluated using response surface models.	1.0.0	Command-line tool, Library	Proteomics experiment, Proteomics	157	http://bioconductor.org/packages/release/bioc/html/IPO.html	Linux, Windows, Mac	R	None	GPL-2.0	10.1186/s12859-015-0562-8	IPO: A tool for automated optimization of XCMS parameters	© Libiseller et al.; licensee BioMed Central.Background: Untargeted metabolomics generates a huge amount of data. Software packages for automated data processing are crucial to successfully process these data. A variety of such software packages exist, but the outcome of data processing strongly depends on algorithm parameter settings. If they are not carefully chosen, suboptimal parameter settings can easily lead to biased results. Therefore, parameter settings also require optimization. Several parameter optimization approaches have already been proposed, but a software package for parameter optimization which is free of intricate experimental labeling steps, fast and widely applicable is still missing. Results: We implemented the software package IPO ('Isotopologue Parameter Optimization') which is fast and free of labeling steps, and applicable to data from different kinds of samples and data from different methods of liquid chromatography - high resolution mass spectrometry and data from different instruments. Conclusions: IPO was successfully applied to data derived from liquid chromatography coupled to high resolution mass spectrometry from three studies with different sample types and different chromatographic methods and devices. We were also able to show the potential of IPO to increase the reliability of metabolomics data.
mzR	http://bioconductor.org/packages/release/bioc/html/mzR.html	Provides a unified API to the common file formats and parsers available for mass spectrometry data. It comes with a wrapper for the ISB random access parser for mass spectrometry mzXML, mzData and mzML files. The package contains the original code written by the ISB, and a subset of the proteowizard library for mzML and mzIdentML. The netCDF reading code has previously been used in XCMS.	2.8.0	Command-line tool, Library	Proteomics, Proteomics experiment, Data management	1016	http://bioconductor.org/packages/release/bioc/html/mzR.html	Linux, Windows, Mac	R, C++	None	Artistic-2.0	10.1093/bioinformatics/btn323	ProteoWizard: Open source software for rapid proteomics tools development	The ProteoWizard software project provides a modular and extensible set of open-source, cross-platform tools and libraries. The tools perform proteomics data analyses; the libraries enable rapid tool creation by providing a robust, pluggable development framework that simplifies and unifies data file access, and performs standard proteomics and LCMS dataset computations. The library contains readers and writers of the mzML data format, which has been written using modern C++ techniques and design principles and supports a variety of platforms with native compilers. The software has been specifically released under the Apache v2 license to ensure it can be used in both academic and commercial projects. In addition to the library, we also introduce a rapidly growing set of companion tools whose implementation helps to illustrate the simplicity of developing applications on top of the ProteoWizard library. © 2008 The Author(s).
Prostar	http://bioconductor.org/packages/release/bioc/html/Prostar.html	This package provides a GUI interface for DAPAR.	1.6.1	Command-line tool, Library	Proteomics	83	http://bioconductor.org/packages/release/bioc/html/Prostar.html	Linux, Windows, Mac	R	None	Artistic-2.0	10.1111/gcb.13590	Chlorophyll fluorescence tracks seasonal variations of photosynthesis from leaf to canopy in a temperate forest	© 2016 John Wiley & Sons LtdAccurate estimation of terrestrial gross primary productivity (GPP) remains a challenge despite its importance in the global carbon cycle. Chlorophyll fluorescence (ChlF) has been recently adopted to understand photosynthesis and its response to the environment, particularly with remote sensing data. However, it remains unclear how ChlF and photosynthesis are linked at different spatial scales across the growing season. We examined seasonal relationships between ChlF and photosynthesis at the leaf, canopy, and ecosystem scales and explored how leaf-level ChlF was linked with canopy-scale solar-induced chlorophyll fluorescence (SIF) in a temperate deciduous forest at Harvard Forest, Massachusetts, USA. Our results show that ChlF captured the seasonal variations of photosynthesis with significant linear relationships between ChlF and photosynthesis across the growing season over different spatial scales (R2= 0.73, 0.77, and 0.86 at leaf, canopy, and satellite scales, respectively; P < 0.0001). We developed a model to estimate GPP from the tower-based measurement of SIF and leaf-level ChlF parameters. The estimation of GPP from this model agreed well with flux tower observations of GPP (R2= 0.68; P < 0.0001), demonstrating the potential of SIF for modeling GPP. At the leaf scale, we found that leaf Fq’/Fm’, the fraction of absorbed photons that are used for photochemistry for a light-adapted measurement from a pulse amplitude modulation fluorometer, was the best leaf fluorescence parameter to correlate with canopy SIF yield (SIF/APAR, R2= 0.79; P < 0.0001). We also found that canopy SIF and SIF-derived GPP (GPPSIF) were strongly correlated to leaf-level biochemistry and canopy structure, including chlorophyll content (R2= 0.65 for canopy GPPSIF and chlorophyll content; P < 0.0001), leaf area index (LAI) (R2= 0.35 for canopy GPPSIF and LAI; P < 0.0001), and normalized difference vegetation index (NDVI) (R2= 0.36 for canopy GPPSIF and NDVI; P < 0.0001). Our results suggest that ChlF can be a powerful tool to track photosynthetic rates at leaf, canopy, and ecosystem scales.
synapter	http://bioconductor.org/packages/release/bioc/html/synapter.html	This package provides functionality to reanalyse label-free proteomics data acquired on a Synapt G2 mass spectrometer. One or several runs, possibly processed with additional ion mobility separation to increase identification accuracy can be combined to other quantitation files to maximise identification and quantitation accuracy.	1.16.0	Command-line tool, Library	Proteomics, Proteomics experiment	63	http://bioconductor.org/packages/release/bioc/html/synapter.html	Linux, Windows, Mac	R	None	GPL-2.0	10.1021/pr300775k	Effects of traveling wave ion mobility separation on data independent acquisition in proteomics studies	qTOF mass spectrometry and traveling wave ion mobility separation (TWIMS) hybrid instruments (q-TWIMS-TOF) have recently become commercially available. Ion mobility separation allows an additional dimension of precursor separation inside the instrument, without incurring an increase in instrument time. We comprehensively investigated the effects of TWIMS on data-independent acquisition on a Synapt G2 instrument. We observed that if fragmentation is performed post TWIMS, more accurate assignment of fragment ions to precursors is possible in data independent acquisition. This allows up to 60% higher proteome coverage and higher confidence of protein and peptide identifications. Moreover, the majority of peptides and proteins identified upon application of TWIMS span the lower intensity range of the proteome. It has also been demonstrated in several studies that employing IMS results in higher peak capacity of separation and consequently more accurate and precise quantitation of lower intensity precursor ions. We observe that employing TWIMS results in an attenuation of the detected ion current. We postulate that this effect is binary; sensitivity is reduced due to ion scattering during transfer into a high pressure "IMS zone", sensitivity is reduced due to the saturation of detector digitizer as a result of the IMS concentration effect. This latter effect limits the useful linear range of quantitation, compromising quantitation accuracy of high intensity peptides. We demonstrate that the signal loss from detector saturation and transmission loss can be deconvoluted by investigation of the peptide isotopic envelope. We discuss the origin and extent of signal loss and suggest methods to minimize these effects on q-TWIMS-TOF instrument in the light of different experimental designs and other IMS/MS platforms described previously. © 2013 American Chemical Society.
SuperHirn	http://tools.proteomecenter.org/wiki/index.php?title=Software:SuperHirn	The tool is a novel tool to quantitatively analyze multi dimensional LC-MS data in a label-free approach.	0.03	Command-line tool	Proteomics	264	http://tools.proteomecenter.org/wiki/index.php?title=Software:SuperHirn#Description	Linux, Windows	C++	None	None	10.1002/pmic.200700057	SuperHirn - A novel tool for high resolution LC-MS-based peptide/protein profiling	Label-free quantification of high mass resolution LC-MS data has emerged as a promising technology for proteome analysis. Computational methods are required for the accurate extraction of peptide signals from LC-MS data and the tracking of these features across the measurements of different samples. We present here an open source software tool, SuperHirn, that comprises a set of modules to process LC-MS data acquired on a high resolution mass spectrometer. The program includes newly developed functionalities to analyze LC-MS data such as feature extraction and quantification, LC-MS similarity analysis, LC-MS alignment of multiple datasets, and intensity normalization. These program routines extract profiles of measured features and comprise tools for clustering and classification analysis of the profiles. SuperHirn was applied in an MS1-based profiling approach to a benchmark LC-MS dataset of complex protein mixtures with defined concentration changes. We show that the program automatically detects profiling trends in an unsupervised manner and is able to associate proteins to their correct theoretical dilution profile. © 2007 Wiley-VCH Verlag GmbH & Co. KGaA.
PTMProphet	http://tools.proteomecenter.org/wiki/index.php?title=Software:TPP	Tool to model the confidence with which mass modifications are correctly localized for each peptide. PTMProphet considers all of the possible configurations for localization, and applies a statistical model to predict which modification sites are most probable based on the spectrum evidence.	5.0	Command-line tool	Proteomics	166	http://tools.proteomecenter.org/wiki/index.php?title=Software:TPP#Overview	Linux, Windows, Mac	C++, Perl	None	None	10.1002/prca.201400164	Trans-Proteomic Pipeline	a standardized data processing pipeline for large-scale reproducible proteomics informatics, © 2015 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim.Democratization of genomics technologies has enabled the rapid determination of genotypes. More recently the democratization of comprehensive proteomics technologies is enabling the determination of the cellular phenotype and the molecular events that define its dynamic state. Core proteomic technologies include MS to define protein sequence, protein:protein interactions, and protein PTMs. Key enabling technologies for proteomics are bioinformatic pipelines to identify, quantitate, and summarize these events. The Trans-Proteomics Pipeline (TPP) is a robust open-source standardized data processing pipeline for large-scale reproducible quantitative MS proteomics. It supports all major operating systems and instrument vendors via open data formats. Here, we provide a review of the overall proteomics workflow supported by the TPP, its major tools, and how it can be used in its various modes from desktop to cloud computing. We describe new features for the TPP, including data visualization functionality. We conclude by describing some common perils that affect the analysis of MS/MS datasets, as well as some major upcoming features.
pepXML2Excel	http://www.ms-utils.org/pepXML2Excel.html	Converts output from PeptideProphet to protein level information in Excel.		Command-line tool	Proteomics, Proteomics experiment, Statistics and probability	82	http://www.ms-utils.org/pepXML2Excel.html	Linux, Mac		None	GPL-3.0	10.1016/j.phytochem.2008.04.007	Hydroponic isotope labelling of entire plants (HILEP) for quantitative plant proteomics; an oxidative stress case study	Hydroponic isotope labelling of entire plants (HILEP) is a cost-effective method enabling metabolic labelling of whole and mature plants with a stable isotope such as 15N. By utilising hydroponic media that contain 15N inorganic salts as the sole nitrogen source, near to 100% 15N-labelling of proteins can be achieved. In this study, it is shown that HILEP, in combination with mass spectrometry, is suitable for relative protein quantitation of seven week-old Arabidopsis plants submitted to oxidative stress. Protein extracts from pooled 14N- and 15N-hydroponically grown plants were fractionated by SDS-PAGE, digested and analysed by liquid chromatography electrospray ionisation tandem mass spectrometry (LC-ESI-MS/MS). Proteins were identified and the spectra of 14N/15N peptide pairs were extracted using their m/z chromatographic retention time, isotopic distributions, and the m/z difference between the 14N and 15N peptides. Relative amounts were calculated as the ratio of the sum of the peak areas of the two distinct 14N and 15N peptide isotope envelopes. Using Mascot and the open source trans-proteomic pipeline (TPP), the data processing was automated for global proteome quantitation down to the isoform level by extracting isoform specific peptides. With this combination of metabolic labelling and mass spectrometry it was possible to show differential protein expression in the apoplast of plants submitted to oxidative stress. Moreover, it was possible to discriminate between differentially expressed isoforms belonging to the same protein family, such as isoforms of xylanases and pathogen-related glucanases (PR 2). © 2008 Elsevier Ltd. All rights reserved.
OpenMS	http://www.openms.de	Open source library and a collection of tools and interfaces for the analysis of mass spectrometry data. Includes over 200 standalone (TOPP) tools that can be combined to a workflow with the integrated workflow editor TOPPAS. Raw and intermediate mass spectrometry data can be visualised with the included viewer TOPPView.	2.0.0	Library, Workbench	Proteomics experiment, Proteomics, Metabolomics	246, 65	http://ftp.mi.fu-berlin.de/pub/OpenMS/release-documentation/html/index.html	Linux, Windows, Mac	C++	None	BSD-3-Clause	10.1038/nmeth.3959	OpenMS: A flexible open-source software platform for mass spectrometry data analysis	© 2016 Nature America, Inc. All rights reserved.High-resolution mass spectrometry (MS) has become an important tool in the life sciences, contributing to the diagnosis and understanding of human diseases, elucidating biomolecular structural information and characterizing cellular signaling networks. However, the rapid growth in the volume and complexity of MS data makes transparent, accurate and reproducible analysis difficult. We present OpenMS 2.0 (http://www.openms.de), a robust, open-source, cross-platform software specifically designed for the flexible and reproducible analysis of high-throughput MS data. The extensible OpenMS software implements common mass spectrometric data processing tasks through a well-defined application programming interface in C++ and Python and through standardized open data formats. OpenMS additionally provides a set of 185 tools and ready-made workflows for common mass spectrometric data processing tasks, which enable users to perform complex quantitative mass spectrometric analyses with ease., 10.1007/978-1-60761-987-1_23, OpenMS and TOPP: open source software for LC-MS data analysis., Proteomics experiments based on state-of-the-art mass spectrometry produce vast amounts of data, which cannot be analyzed manually. Hence, software is needed which is able to analyze the data in an automated fashion. The need for robust and reusable software tools triggered the development of libraries implementing different algorithms for the various analysis steps. OpenMS is such a software library and provides a wealth of data structures and algorithms for the analysis of mass spectrometric data. For users unfamiliar with programming, TOPP ("The OpenMS Proteomics Pipeline") offers a wide range of already implemented tools sharing the same interface and designed for a specific analysis task each. TOPP thus makes the sophisticated algorithms of OpenMS accessible to nonprogrammers. The individual TOPP tools can be strung together into pipelines for analyzing mass spectrometry-based experiments starting from the raw output of the mass spectrometer. These analysis pipelines can be constructed using a graphical editor. Even complex analytical workflows can thus be analyzed with ease.
NMRFAM-SPARKY	http://pine.nmrfam.wisc.edu/download_packages.html	Enhanced software for biomolecular NMR spectroscopy.		Command-line tool	NMR, Proteins, Proteomics experiment	670	http://www.nmrfam.wisc.edu/nmrfam-sparky-distribution.htm	Linux		None	None	10.1093/BIOINFORMATICS/BTU830	NMRFAM-SPARKY: Enhanced software for biomolecular NMR spectroscopy	© 2014 The Author.Summary: SPARKY (Goddard and Kneller, SPARKY 3) remains the most popular software program for NMR data analysis, despite the fact that development of the package by its originators ceased in 2001. We have taken over the development of this package and describe NMRFAM-SPARKY, which implements new functions reflecting advances in the biomolecular NMR field. NMRFAM-SPARKY has been repackaged with current versions of Python and Tcl/Tk, which support new tools for NMR peak simulation and graphical assignment determination. These tools, along with chemical shift predictions from the PACSY database, greatly accelerate protein side chain assignments. NMRFAM-SPARKY supports automated data format interconversion for interfacing with a variety of web servers including, PECAN, PINE, TALOS-N, CS-Rosetta, SHIFTX2 and PONDEROSA-C/S. Availability and implementation: The software package, along with binary and source codes, if desired, can be downloaded freely from http://pine.nmrfam.wisc.edu/download-packages.html. Instruction manuals and video tutorials can be found at http://www.nmrfam.wisc.edu/nmrfam-sparky-distribution.htm.
MSnbase	http://bioconductor.org/packages/release/bioc/html/MSnbase.html	Basic plotting, data manipulation and processing of MS-based Proteomics data.	2.0.1	Command-line tool, Library	Proteomics, Proteomics experiment, Data management, Data visualisation	129	http://bioconductor.org/packages/release/bioc/html/MSnbase.html	Linux, Windows, Mac	R	None	Artistic-2.0	10.1093/bioinformatics/btr645	Msnbase-an R/Bioconductor package for isobaric tagged mass spectrometry data visualization	processing and quantitation, MSnbase is an R/Bioconductor package for the analysis of quantitative proteomics experiments that use isobaric tagging. It provides an exploratory data analysis framework for reproducible research, allowing raw data import, quality control, visualization, data processing and quantitation. MSnbase allows direct integration of quantitative proteomics data with additional facilities for statistical analysis provided by the Bioconductor project. © The Author 2011. Published by Oxford University Press. All rights reserved.
MassSpecWavelet	http://bioconductor.org/packages/release/bioc/html/MassSpecWavelet.html	Processing Mass Spectrometry spectrum by using wavelet based algorithm.	1.40.0	Command-line tool, Library	Proteomics experiment, Proteomics, Small molecules	462	http://bioconductor.org/packages/release/bioc/html/MassSpecWavelet.html	Linux, Windows, Mac	R	None	GPL-2.0	10.1093/bioinformatics/btl355	Improved peak detection in mass spectrum by incorporating continuous wavelet transform-based pattern matching	Motivation: A major problem for current peak detection algorithms is that noise in mass spectrometry (MS) spectra gives rise to a high rate of false positives. The false positive rate is especially problematic in detecting peaks with low amplitudes. Usually, various baseline correction algorithms and smoothing methods are applied before attempting peak detection. This approach is very sensitive to the amount of smoothing and aggressiveness of the baseline correction, which contribute to making peak detection results inconsistent between runs, instrumentation and analysis methods. Results: Most peak detection algorithms simply identify peaks based on amplitude, ignoring the additional information present in the shape of the peaks in a spectrum. In our experience, 'true' peaks have characteristic shapes, and providing a shape-matching function that provides a 'goodness of fit' coefficient should provide a more robust peak identification method. Based on these observations, a continuous wavelet transform (CWT)-based peak detection algorithm has been devised that identifies peaks with different scales and amplitudes. By transforming the spectrum into wavelet space, the pattern-matching problem is simplified and in addition provides a powerful technique for identifying and separating the signal from the spike noise and colored noise. This transformation, with the additional information provided by the 2D CWT coefficients can greatly enhance the effective signal-to-noise ratio. Furthermore, with this technique no baseline removal or peak smoothing preprocessing steps are required before peak detection, and this improves the robustness of peak detection under a variety of conditions. The algorithm was evaluated with SELDI-TOF spectra with known polypeptide positions. Comparisons with two other popular algorithms were performed. The results show the CWT-based algorithm can identify both strong and weak peaks while keeping false positive rate low. © 2006 Oxford University Press.
localCIDER	https://github.com/Pappulab/localCIDER	Enables rapid and high-throughput analyses of a wide range of physico-chemical properties encoded by intrinsically disordered protein and region sequences.		Command-line tool	Proteomics, Protein folding, stability and design, Protein sites, features and motifs	116	http://pappulab.github.io/localCIDER/	Linux, Windows, Mac	Python	None	GPL-2.0	10.1016/j.bpj.2016.11.3200	CIDER: Resources to Analyze Sequence-Ensemble Relationships of Intrinsically Disordered Proteins	© 2017 Biophysical SocietyIntrinsically disordered proteins and regions (IDPs) represent a large class of proteins that are defined by conformational heterogeneity and lack of persistent tertiary/secondary structure. IDPs play important roles in a range of biological functions, and their dysregulation is central to numerous diseases, including neurodegeneration and cancer. The conformational ensembles of IDPs are encoded by their amino acid sequences. Here, we present two computational tools that are designed to enable rapid and high-throughput analyses of a wide range of physicochemical properties encoded by IDP sequences. The first, CIDER, is a user-friendly webserver that enables rapid analysis of IDP sequences. The second, localCIDER, is a high-performance software package that enables a wide range of analyses relevant to IDP sequences. In addition to introducing the two packages, we demonstrate the utility of these resources using examples where sequence analysis offers biophysical insights.
libmgf	http://kirchnerlab.github.io/libmgf/	A flex/bison-based Mascot Generic Format (MGF) parser library.		Command-line tool	Proteomics, Proteomics experiment, Bioinformatics	8, 59	http://kirchnerlab.github.io/libmgf/doc/html/index.html	Linux, Windows, Mac	C++	None	MIT	10.1021/pr100118f	MGFp: An open mascot generic format parser library implementation	Despite the efforts of the mass spectrometry (MS) community to migrate data representation toward modern file formats, legacy text formats still play an important role in MS data processing workflows. We provide a formal grammar and a portable, efficient C++ implementation for a Mascot Generic Format (MGF) parser. Software and technical documentation are available from http://software.steenlab.org/mgfp/. © 2010 American Chemical Society., 10.1002/pmic.200900326, When less can yield more - Computational preprocessing of MS/MS spectra for peptide identification, The effectiveness of database search algorithms, such as Mascot, Sequest and ProteinPilot is limited by the quality of the input spectra: spurious peaks in MS/MS spectra can jeopardize the correct identification of peptides or reduce their score significantly. Consequently, an efficient preprocessing of MS/MS spectra can increase the sensitivity of peptide identification at reduced file sizes and run time without compromising its specificity. We investigate the performance of 25 MS/MS preprocessing methods on various data sets and make software for improved preprocessing of mgf/dta-files freely available from http://hci.iwr.uni-heidelberg. de/mip/proteomics or http://www. childrenshospital.org/research/steenlab. © 2009 Wiley-VCH Verlag GmbH & Co. KGaA.
Isotope calculator	http://www.kombyonyx.com/isotopes/	Console application for calculating isotope distributions based on Yergey's method.		Command-line tool	Proteomics, Proteomics experiment, Small molecules, Statistics and probability	197	http://download.kombyonyx.com/IsotopesDocumentation.pdf	Windows		None	None	10.1016/0020-7381(83)85053-0	A general approach to calculating isotopic distributions for mass spectrometry	Fundamental principles for obtaining mass spectral isotopic distributions are applied to a general computer program which can be used to calculate and present in tabular and graphic form the isotopic contributions for any molecular formula. A unique feature is the retention of the isotopic distribution, exact mass, and absolute abundance for all individual peaks at each mass. Special considerations have been made for the large number of isotopic combinations which occur for many higher mass compounds. The computer program accepts the input of a molecular formula followed by interactive input of a number of parameters which affect the final presentation of the theoretical distribution profile. © 1983.
idconvert	http://proteowizard.sourceforge.net/tools/idconvert.html	A converter between pepXML and mzIdentML formats for peptide identifications from tandem mass spectrometry. Developed by the ProteoWizard team.	1	Command-line tool	Proteomics, Proteomics experiment	1251	http://proteowizard.sourceforge.net/tools.shtml	Linux, Windows, Mac		None	Apache-2.0	10.1038/nbt.2377	A cross-platform toolkit for mass spectrometry and proteomics	
